Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
24293,12,96,48,No,,Fail
24294,6,89,52,Yes,Bachelor,Fail
24295,0,0,0,Yes,High School,
24296,13,68,55,No,High School,Pass
24297,12,96,64,No,Associate,Fail
24298,8,56,81,No,Associate,Fail
24299,12,110,85,Yes,Doctorate,Fail
24300,0,0,0,No,Master,Pass
24301,5,98,76,Yes,Associate,Fail
24302,10,84,59,Yes,Bachelor,Fail
24303,12,72,96,Yes,Master,Fail
24304,11,94,53,No,Bachelor,Pass
24305,12,46,64,,Doctorate,Fail
24306,6,63,59,No,Master,Fail
24307,17,71,80,Yes,Doctorate,Fail
24308,8,47,58,Yes,Master,Pass
24309,0,0,0,Yes,High School,Pass
24310,0,0,0,Yes,Master,Fail
24311,9,40,49,Yes,Doctorate,Pass
24312,12,66,74,No,Doctorate,Pass
24313,13,71,70,Yes,Associate,Pass
24314,17,81,52,Yes,,Fail
24315,0,0,0,No,Doctorate,Fail
24316,11,69,63,No,High School,Pass
24317,7,93,68,Yes,Master,
24318,6,76,86,No,Master,Fail
24319,0,0,0,Yes,Associate,Pass
24320,14,79,53,Yes,High School,Pass
24321,4,49,103,No,Bachelor,Pass
24322,13,69,58,Yes,Associate,Pass
24323,13,71,92,Yes,Master,Fail
24324,4,62,86,,Bachelor,Fail
24325,0,0,0,No,Associate,Fail
24326,0,0,0,Yes,High School,Fail
24327,-2,79,66,Yes,Associate,Fail
24328,9,83,78,Yes,Associate,Fail
24329,11,85,65,Yes,Master,Fail
24330,9,87,65,Yes,Bachelor,Fail
24331,24,106,71,Yes,Doctorate,Fail
24332,11,93,41,Yes,Associate,Fail
24333,10,35,66,No,High School,Pass
24334,0,0,0,Yes,Doctorate,Fail
24335,7,58,59,No,High School,Fail
24336,14,63,45,Yes,High School,Fail
24337,11,94,45,Yes,High School,Pass
24338,11,37,69,No,Associate,Pass
24339,6,109,63,No,Associate,Pass
24340,2,91,89,Yes,Associate,Fail
24341,7,81,59,Yes,High School,Fail
24342,11,91,76,Yes,Associate,Pass
24343,7,98,82,No,Doctorate,Pass
24344,11,79,67,Yes,Master,Pass
24345,8,90,68,No,,Fail
24346,12,55,83,No,Associate,Pass
24347,5,91,85,Yes,Master,Fail
24348,11,87,74,No,Doctorate,Fail
24349,6,103,85,No,Bachelor,Pass
24350,2,78,68,Yes,Doctorate,Fail
24351,9,81,48,No,Master,Fail
24352,17,56,69,No,Doctorate,Fail
24353,2,75,55,No,Associate,Pass
24354,10,87,83,Yes,Bachelor,Fail
24355,14,89,61,Yes,High School,Pass
24356,21,109,78,No,Master,Fail
24357,0,0,0,No,High School,Pass
24358,6,73,49,No,,Fail
24359,0,0,0,Yes,Associate,Pass
24360,15,63,45,No,Associate,Pass
24361,5,101,76,No,Bachelor,Pass
24362,8,61,83,No,Doctorate,Pass
24363,0,66,73,No,Master,Pass
24364,14,53,86,No,Bachelor,Fail
24365,0,0,0,No,,Fail
24366,14,87,58,No,High School,
24367,2,108,66,No,Doctorate,Fail
24368,13,73,66,Yes,Doctorate,Fail
24369,0,0,0,No,Bachelor,Fail
24370,10,21,66,No,,
24371,11,79,48,No,Master,Fail
24372,11,75,45,No,High School,Pass
24373,12,75,62,No,Master,Fail
24374,10,150,65,,Doctorate,Pass
24375,0,85,45,Yes,Doctorate,Pass
24376,12,66,81,Yes,,Fail
24377,10,56,62,Yes,Doctorate,Pass
24378,5,51,78,Yes,Doctorate,Pass
24379,2,66,52,No,Doctorate,Pass
24380,17,82,78,Yes,High School,Pass
24381,16,32,49,Yes,High School,Fail
24382,13,72,56,No,High School,Pass
24383,6,91,58,Yes,Bachelor,Pass
24384,-2,54,60,Yes,High School,Pass
24385,13,71,81,No,Bachelor,Fail
24386,11,55,70,Yes,,Pass
24387,8,20,50,No,High School,Pass
24388,15,59,48,No,Bachelor,Fail
24389,14,53,67,No,High School,
24390,10,90,61,No,Master,Fail
24391,10,84,68,Yes,Bachelor,Pass
24392,10,54,40,Yes,Bachelor,Pass
24393,13,100,98,No,Associate,Fail
24394,0,0,0,,Master,Pass
24395,12,69,61,,Bachelor,Pass
24396,5,81,54,Yes,Associate,Pass
24397,0,0,0,Yes,Doctorate,Pass
24398,12,25,74,Yes,Bachelor,Fail
24399,6,76,62,No,Master,Fail
24400,10,47,47,Yes,Master,Pass
24401,5,70,58,No,Bachelor,Pass
24402,17,83,74,No,Bachelor,Fail
24403,18,36,79,Yes,Master,Fail
24404,13,79,88,Yes,Associate,Pass
24405,17,91,69,No,Associate,Pass
24406,10,33,57,Yes,High School,Pass
24407,13,89,55,Yes,High School,Pass
24408,16,113,72,No,Bachelor,Pass
24409,10,69,84,No,Bachelor,Fail
24410,0,0,0,Yes,Doctorate,Pass
24411,14,54,64,Yes,Doctorate,Pass
24412,13,93,46,No,High School,Pass
24413,0,0,0,Yes,High School,Fail
24414,0,79,90,Yes,,Pass
24415,9,78,38,Yes,Associate,Pass
24416,0,82,40,Yes,Associate,Pass
24417,5,73,87,No,Doctorate,Fail
24418,0,0,0,No,Associate,Pass
24419,0,0,0,No,Associate,Pass
24420,14,74,78,Yes,Doctorate,Fail
24421,15,51,91,No,High School,Pass
24422,12,72,69,Yes,Master,Fail
24423,0,0,0,No,,Pass
24424,13,64,36,No,High School,Fail
24425,-2,82,51,No,Bachelor,Fail
24426,10,86,37,Yes,Master,Pass
24427,1,61,65,No,Bachelor,Pass
24428,12,78,86,Yes,High School,Pass
24429,0,93,58,No,Doctorate,Pass
24430,9,54,71,Yes,High School,Pass
24431,0,0,0,No,Master,Pass
24432,4,56,70,No,Bachelor,Fail
24433,14,85,63,Yes,High School,Fail
24434,12,65,44,Yes,Associate,
24435,11,50,75,Yes,High School,Fail
24436,13,100,82,Yes,,Fail
24437,8,51,65,Yes,Master,Fail
24438,0,0,0,No,Associate,Fail
24439,10,89,77,Yes,Bachelor,Fail
24440,9,88,70,No,Associate,Fail
24441,6,83,89,Yes,Associate,Fail
24442,3,61,58,Yes,Associate,Pass
24443,8,86,76,,Associate,Fail
24444,8,75,71,Yes,Doctorate,Fail
24445,6,83,65,Yes,Bachelor,Fail
24446,14,102,56,Yes,Associate,Fail
24447,4,51,76,No,Master,Fail
24448,0,0,0,Yes,Master,Pass
24449,15,77,35,,Doctorate,Fail
24450,14,93,67,Yes,Doctorate,Fail
24451,16,110,73,Yes,Bachelor,Fail
24452,7,109,52,Yes,High School,Fail
24453,13,91,71,No,Associate,Fail
24454,4,63,70,Yes,Bachelor,
24455,8,66,75,,High School,Pass
24456,9,89,59,No,Associate,Pass
24457,0,0,0,Yes,Doctorate,Pass
24458,8,70,65,No,Bachelor,Fail
24459,7,60,84,,High School,Pass
24460,5,51,78,Yes,Doctorate,Fail
24461,14,80,45,No,Master,Pass
24462,9,90,62,Yes,,Pass
24463,11,87,63,Yes,Doctorate,Pass
24464,10,77,73,Yes,Master,Pass
24465,10,68,63,No,High School,Fail
24466,10,64,62,No,Master,
24467,0,0,0,Yes,Doctorate,Pass
24468,17,64,101,No,Associate,Fail
24469,0,0,0,Yes,Master,
24470,10,83,65,Yes,,Pass
24471,7,55,67,Yes,Doctorate,Fail
24472,0,0,0,No,Doctorate,Pass
24473,12,64,59,No,High School,Fail
24474,17,61,58,Yes,Doctorate,Pass
24475,0,0,0,No,Master,Pass
24476,13,90,59,Yes,Doctorate,Pass
24477,15,78,54,,Bachelor,Fail
24478,2,80,81,Yes,Master,Pass
24479,9,90,49,Yes,Associate,Pass
24480,4,87,54,No,Master,Fail
24481,12,71,70,No,Associate,Fail
24482,8,86,76,No,High School,Fail
24483,9,71,61,No,Associate,Fail
24484,7,83,72,No,Associate,Fail
24485,13,95,68,Yes,High School,Fail
24486,11,85,60,No,Master,Fail
24487,0,0,0,Yes,Doctorate,Fail
24488,10,65,79,Yes,Master,Fail
24489,0,0,0,,Bachelor,Pass
24490,8,31,105,No,Doctorate,Pass
24491,18,81,57,No,Master,Fail
24492,3,80,89,Yes,Doctorate,Pass
24493,1,129,81,Yes,Master,Fail
24494,1,83,60,Yes,Associate,Fail
24495,0,72,80,No,Bachelor,Pass
24496,13,98,79,Yes,High School,Pass
24497,12,68,60,,Bachelor,Fail
24498,16,75,39,No,Associate,Pass
24499,4,76,42,No,High School,Pass
24500,0,0,0,No,Bachelor,Fail
24501,10,56,64,,Master,Pass
24502,10,91,67,Yes,Master,Pass
24503,13,64,80,Yes,High School,Fail
24504,6,116,59,No,Bachelor,Fail
24505,22,44,76,Yes,Master,Pass
24506,16,59,55,No,Master,
24507,7,34,66,Yes,Associate,Pass
24508,4,134,67,Yes,Doctorate,Pass
24509,9,50,49,No,Doctorate,Fail
24510,10,90,64,No,Doctorate,Fail
24511,0,0,0,No,Master,
24512,4,56,72,Yes,High School,Pass
24513,0,0,0,No,High School,Pass
24514,2,53,58,Yes,Doctorate,Pass
24515,12,58,87,Yes,Associate,Pass
24516,9,43,68,Yes,Associate,Pass
24517,19,88,57,Yes,High School,Pass
24518,2,35,67,No,Doctorate,Pass
24519,16,82,54,Yes,Associate,Fail
24520,1,72,69,Yes,Master,Fail
24521,3,109,40,No,Master,Pass
24522,1,75,83,No,Doctorate,Fail
24523,11,92,55,Yes,High School,Pass
24524,4,85,65,No,Associate,Fail
24525,3,72,83,Yes,Doctorate,Pass
24526,11,97,55,No,,Pass
24527,12,82,75,No,Bachelor,Fail
24528,10,93,82,Yes,Master,Fail
24529,9,56,67,Yes,Bachelor,Fail
24530,19,85,70,Yes,,Pass
24531,0,0,0,No,Associate,Fail
24532,14,53,47,No,Doctorate,Fail
24533,10,73,82,No,Doctorate,Fail
24534,4,40,40,No,Bachelor,Pass
24535,12,43,57,No,Doctorate,Pass
24536,0,0,0,Yes,High School,Pass
24537,9,111,79,No,Associate,Pass
24538,11,112,65,Yes,Doctorate,Pass
24539,0,68,95,Yes,Bachelor,Pass
24540,2,56,48,No,Master,Fail
24541,14,93,72,,Associate,Fail
24542,6,34,63,Yes,Master,Fail
24543,6,66,65,Yes,Master,Pass
24544,10,60,76,Yes,High School,Fail
24545,8,73,74,Yes,High School,Pass
24546,12,102,66,Yes,High School,Pass
24547,9,23,76,No,Bachelor,Fail
24548,11,81,85,No,Associate,Fail
24549,6,81,70,Yes,Bachelor,Pass
24550,11,73,77,Yes,Associate,Pass
24551,0,0,0,No,Associate,Pass
24552,7,85,57,No,Associate,Pass
24553,14,78,65,No,Associate,Pass
24554,9,34,75,Yes,Associate,Pass
24555,13,57,38,Yes,Doctorate,Fail
24556,0,0,0,No,Doctorate,
24557,9,51,75,No,Doctorate,Pass
24558,0,0,0,No,Bachelor,Fail
24559,16,60,50,No,Master,Pass
24560,11,86,75,No,Associate,Fail
24561,12,70,55,Yes,,Fail
24562,8,88,90,No,Master,Pass
24563,17,82,80,No,High School,Pass
24564,13,67,68,No,Doctorate,Pass
24565,10,30,61,Yes,Doctorate,Pass
24566,9,57,43,No,Master,Pass
24567,14,50,92,Yes,High School,Pass
24568,7,50,56,No,Master,Fail
24569,1,85,89,No,High School,Pass
24570,10,115,31,No,High School,Fail
24571,16,25,63,Yes,High School,Fail
24572,0,0,0,Yes,Doctorate,Fail
24573,9,79,50,No,Master,Fail
24574,10,69,69,Yes,Doctorate,Pass
24575,12,84,89,No,Associate,Fail
24576,8,74,59,No,Associate,Pass
24577,12,101,68,Yes,Doctorate,Pass
24578,9,86,53,Yes,Associate,Pass
24579,15,92,51,No,Doctorate,Fail
24580,13,95,32,No,High School,Fail
24581,14,51,54,Yes,High School,Pass
24582,0,0,0,No,,Fail
24583,19,87,43,Yes,Bachelor,Pass
24584,12,68,93,No,High School,
24585,11,68,72,No,High School,Pass
24586,6,68,75,No,Bachelor,Pass
24587,9,57,42,No,Bachelor,Pass
24588,10,47,71,No,High School,Fail
24589,6,117,87,No,Master,Fail
24590,8,96,63,Yes,Master,Fail
24591,9,75,70,Yes,Doctorate,Fail
24592,0,0,0,Yes,,Fail
24593,1,85,71,Yes,Bachelor,Pass
24594,9,67,65,Yes,Doctorate,Fail
24595,8,71,60,No,Doctorate,Pass
24596,9,120,71,Yes,Associate,Pass
24597,15,113,64,Yes,,Fail
24598,0,0,0,Yes,Doctorate,Fail
24599,13,82,63,Yes,Bachelor,Fail
24600,3,78,81,No,Master,Pass
24601,8,82,93,No,Master,Pass
24602,0,0,0,Yes,High School,Fail
24603,12,75,72,No,Master,Fail
24604,14,53,58,No,High School,Pass
24605,9,95,74,Yes,High School,Fail
24606,8,95,41,No,Associate,Fail
24607,18,107,72,No,Master,Fail
24608,10,59,51,Yes,,Fail
24609,4,80,85,Yes,Master,
24610,17,115,77,Yes,Associate,Fail
24611,2,61,62,Yes,Bachelor,Pass
24612,0,0,0,No,Master,Fail
24613,13,81,93,Yes,Associate,Fail
24614,14,98,63,,Bachelor,Pass
24615,12,61,70,No,Master,Fail
24616,3,113,72,No,Bachelor,Fail
24617,0,0,0,No,High School,Pass
24618,8,88,60,Yes,High School,Fail
24619,7,61,77,Yes,Master,Fail
24620,0,0,0,No,Doctorate,Fail
24621,4,91,67,Yes,Associate,Fail
24622,11,70,56,Yes,Master,Pass
24623,16,44,81,No,Bachelor,Fail
24624,11,59,51,No,Bachelor,Pass
24625,16,89,43,Yes,Bachelor,Pass
24626,12,82,33,No,Bachelor,Fail
24627,12,89,77,Yes,Bachelor,Pass
24628,11,62,57,No,Bachelor,Pass
24629,13,53,55,Yes,High School,Fail
24630,8,58,65,Yes,Associate,Fail
24631,0,0,0,No,Doctorate,Pass
24632,14,74,70,No,Master,Fail
24633,15,51,99,Yes,High School,Pass
24634,11,96,75,No,Bachelor,Pass
24635,7,85,71,No,High School,Pass
24636,2,57,78,Yes,Bachelor,Pass
24637,10,71,102,No,High School,Pass
24638,3,57,59,No,Associate,
24639,2,72,59,Yes,Bachelor,Fail
24640,9,58,56,Yes,High School,
24641,6,117,42,No,High School,Fail
24642,0,0,0,No,Bachelor,Pass
24643,9,49,65,,Doctorate,Fail
24644,0,0,0,No,Bachelor,Pass
24645,1,76,49,Yes,Bachelor,Pass
24646,5,77,36,Yes,High School,
24647,5,93,35,No,Master,Fail
24648,3,83,69,,Bachelor,Fail
24649,8,56,70,No,Associate,Fail
24650,4,96,91,Yes,Doctorate,
24651,9,87,82,No,High School,Fail
24652,11,102,45,No,Associate,Pass
24653,5,76,48,No,Bachelor,Pass
24654,12,96,72,No,Bachelor,Pass
24655,3,20,65,Yes,Associate,Pass
24656,4,65,79,Yes,Master,Fail
24657,9,56,85,,Bachelor,Pass
24658,13,89,70,No,Doctorate,
24659,14,60,65,No,Master,Fail
24660,18,94,49,No,Associate,Fail
24661,8,90,50,Yes,Associate,Fail
24662,9,62,74,No,High School,Pass
24663,4,79,46,Yes,High School,Fail
24664,3,70,59,No,Doctorate,Fail
24665,11,77,47,,,Pass
24666,6,90,50,Yes,Associate,Fail
24667,16,68,62,Yes,Bachelor,Fail
24668,0,0,0,No,Bachelor,Fail
24669,12,86,73,No,High School,
24670,5,96,83,No,Bachelor,Fail
24671,5,41,61,No,Associate,Fail
24672,0,0,0,No,Doctorate,Pass
24673,6,56,60,Yes,Associate,Fail
24674,0,0,0,Yes,High School,Fail
24675,5,98,50,Yes,Bachelor,Pass
24676,18,58,49,No,Master,Fail
24677,6,48,43,Yes,Doctorate,Fail
24678,10,79,86,No,Master,Fail
24679,9,52,30,Yes,Doctorate,Pass
24680,0,0,0,Yes,Master,Pass
24681,0,0,0,No,Bachelor,Pass
24682,9,107,59,Yes,Doctorate,
24683,0,0,0,Yes,High School,Fail
24684,5,106,67,No,Associate,Fail
24685,15,83,56,No,Associate,Fail
24686,15,56,50,Yes,Bachelor,Pass
24687,13,45,58,No,Master,Fail
24688,10,86,46,Yes,Bachelor,Pass
24689,0,0,0,Yes,Doctorate,Pass
24690,12,80,85,No,Bachelor,Fail
24691,8,48,37,No,High School,
24692,8,59,72,No,Master,Fail
24693,0,76,66,No,,Pass
24694,12,62,66,Yes,Doctorate,
24695,2,59,57,No,Associate,Fail
24696,10,55,54,No,Bachelor,Fail
24697,14,72,79,Yes,Associate,Fail
24698,7,70,79,Yes,High School,Pass
24699,16,58,66,No,Bachelor,Pass
24700,6,75,41,No,Doctorate,Pass
24701,13,80,66,Yes,,Fail
24702,3,82,58,No,High School,Fail
24703,15,55,64,Yes,Master,
24704,14,68,66,Yes,Associate,Pass
24705,12,75,63,Yes,Doctorate,
24706,8,77,79,Yes,Doctorate,Pass
24707,3,48,55,No,Bachelor,Pass
24708,8,68,79,No,Bachelor,Pass
24709,15,86,59,No,Doctorate,Pass
24710,10,63,77,Yes,Bachelor,Pass
24711,2,82,78,Yes,Master,Pass
24712,4,75,71,No,Associate,Pass
24713,16,65,56,No,Doctorate,Fail
24714,12,100,37,No,Master,Pass
24715,3,68,72,Yes,Bachelor,Fail
24716,1,70,58,Yes,,Fail
24717,0,0,0,Yes,Master,Fail
24718,0,0,0,Yes,Master,Pass
24719,9,102,54,Yes,Master,Fail
24720,22,97,67,No,,Pass
24721,2,92,40,No,Bachelor,Pass
24722,9,57,70,Yes,Master,Fail
24723,16,66,55,No,Master,Pass
24724,13,59,30,No,Associate,Fail
24725,9,95,71,,Master,Pass
24726,9,121,104,Yes,Bachelor,Pass
24727,4,88,64,No,Associate,Pass
24728,8,108,49,No,Doctorate,Fail
24729,11,84,74,No,Doctorate,Pass
24730,15,81,59,,,Pass
24731,6,63,71,No,Master,Fail
24732,9,87,50,Yes,Master,Fail
24733,5,93,42,Yes,Associate,Fail
24734,11,96,70,Yes,Master,Fail
24735,0,0,0,No,Doctorate,Pass
24736,13,79,54,Yes,Doctorate,Fail
24737,4,73,79,No,Doctorate,Pass
24738,10,63,58,No,Bachelor,Pass
24739,6,92,71,No,Master,Fail
24740,15,37,56,No,Associate,Pass
24741,9,41,83,No,,Pass
24742,2,64,91,No,Doctorate,
24743,0,0,0,Yes,Master,Fail
24744,12,96,50,No,Associate,Pass
24745,11,66,77,Yes,High School,Fail
24746,0,0,0,No,Associate,Fail
24747,-1,101,71,,Master,Pass
24748,5,76,59,No,Bachelor,
24749,8,81,58,Yes,Master,Fail
24750,5,99,68,Yes,,Fail
24751,14,95,93,Yes,Associate,Pass
24752,5,33,69,No,High School,Fail
24753,10,66,61,Yes,Bachelor,Pass
24754,10,85,54,Yes,High School,Fail
24755,14,79,59,No,Bachelor,Fail
24756,15,55,88,Yes,Doctorate,Pass
24757,13,40,57,No,Master,Pass
24758,11,87,58,Yes,Master,Pass
24759,4,58,47,No,Bachelor,Pass
24760,4,72,76,No,,Fail
24761,5,77,73,No,High School,Pass
24762,13,71,85,Yes,Doctorate,Pass
24763,10,56,76,Yes,,Fail
24764,14,73,63,Yes,Doctorate,Fail
24765,15,64,87,Yes,Master,Pass
24766,6,108,84,No,Bachelor,Pass
24767,10,79,67,Yes,Master,
24768,9,126,71,Yes,High School,Fail
24769,8,48,40,No,Master,Fail
24770,7,69,69,No,Bachelor,Fail
24771,15,68,66,No,Bachelor,Fail
24772,10,59,64,Yes,Associate,Pass
24773,10,68,72,Yes,Master,Fail
24774,6,65,51,Yes,Master,Pass
24775,0,0,0,,High School,Pass
24776,5,110,76,No,Associate,Fail
24777,12,73,75,,Bachelor,Pass
24778,12,93,75,Yes,Associate,Fail
24779,0,0,0,No,Master,Pass
24780,11,103,66,No,Master,Fail
24781,10,55,56,No,Doctorate,Pass
24782,0,0,0,Yes,Bachelor,Pass
24783,10,73,81,Yes,Bachelor,Pass
24784,10,115,73,Yes,Bachelor,Pass
24785,10,85,46,,Master,Pass
24786,10,51,45,No,Doctorate,Fail
24787,0,0,0,No,Associate,Fail
24788,9,98,60,No,Master,Pass
24789,11,49,82,Yes,High School,Pass
24790,10,89,42,Yes,Bachelor,Pass
24791,14,107,66,No,Associate,Fail
24792,13,84,42,No,High School,Fail
24793,5,55,43,No,High School,Fail
24794,9,95,54,Yes,Master,Fail
24795,8,88,92,No,High School,Fail
24796,10,70,53,No,Bachelor,Pass
24797,10,65,44,Yes,Master,Fail
24798,13,88,56,No,Master,Pass
24799,0,0,0,,High School,Pass
24800,16,79,61,,Bachelor,Fail
24801,11,99,55,Yes,,Fail
24802,5,105,56,Yes,Master,Fail
24803,7,64,71,No,Master,Fail
24804,13,43,64,Yes,High School,Pass
24805,1,60,50,Yes,,Pass
24806,0,0,0,Yes,Master,Pass
24807,10,60,98,No,High School,Pass
24808,14,96,71,Yes,Associate,Fail
24809,16,60,82,No,Associate,Fail
24810,8,63,56,Yes,Master,Fail
24811,15,71,66,No,Bachelor,Pass
24812,10,93,48,No,High School,Fail
24813,2,43,29,Yes,Master,Fail
24814,10,80,54,No,Bachelor,Pass
24815,6,80,58,No,Master,Pass
24816,0,0,0,No,Bachelor,Pass
24817,9,82,61,Yes,High School,Fail
24818,3,71,46,Yes,Bachelor,Pass
24819,2,52,93,Yes,High School,Fail
24820,9,73,45,Yes,Associate,Fail
24821,-2,54,52,No,High School,Pass
24822,7,62,55,Yes,High School,Fail
24823,11,92,78,No,Bachelor,Pass
24824,4,68,75,Yes,Doctorate,Fail
24825,15,92,65,No,Master,Fail
24826,16,71,55,Yes,Master,Pass
24827,4,55,24,Yes,High School,Fail
24828,8,84,51,No,Doctorate,Fail
24829,15,86,65,No,Doctorate,Fail
24830,10,50,58,Yes,High School,Pass
24831,3,97,81,No,Associate,Pass
24832,9,105,72,,High School,Fail
24833,0,0,0,Yes,,Fail
24834,15,76,75,,Associate,Pass
24835,0,0,0,Yes,High School,Fail
24836,8,85,69,No,Doctorate,Fail
24837,10,78,79,Yes,Bachelor,Pass
24838,3,109,73,No,Bachelor,Pass
24839,6,107,56,No,Doctorate,Fail
24840,0,0,0,Yes,Doctorate,Fail
24841,10,64,38,No,Associate,Pass
24842,14,86,47,Yes,Master,Pass
24843,11,99,50,Yes,Associate,Fail
24844,16,51,37,No,High School,
24845,0,0,0,Yes,Associate,Pass
24846,9,66,87,,Doctorate,Pass
24847,18,89,61,,High School,Fail
24848,14,63,83,Yes,High School,Fail
24849,16,28,49,Yes,Bachelor,
24850,10,39,58,No,Associate,Fail
24851,7,52,59,No,Associate,Fail
24852,4,63,48,No,High School,Fail
24853,4,74,72,No,Master,Pass
24854,14,64,63,No,Bachelor,Pass
24855,12,74,57,No,Bachelor,Fail
24856,0,0,0,,Doctorate,Pass
24857,12,74,78,No,Associate,Fail
24858,10,93,59,No,Bachelor,Fail
24859,0,0,0,No,Master,Pass
24860,14,85,75,No,High School,Pass
24861,0,0,0,Yes,Bachelor,Pass
24862,0,0,0,Yes,Master,Fail
24863,1,39,93,Yes,Associate,Fail
24864,10,80,69,Yes,Bachelor,Fail
24865,13,61,63,,Associate,Fail
24866,0,0,0,No,Associate,Pass
24867,7,102,69,Yes,Doctorate,
24868,0,0,0,No,Doctorate,Pass
24869,11,78,90,,High School,Pass
24870,8,88,61,No,Master,Fail
24871,4,58,68,Yes,Master,Fail
24872,9,75,60,Yes,Bachelor,
24873,1,44,73,Yes,High School,Fail
24874,8,95,74,Yes,Associate,
24875,7,108,57,No,Associate,Fail
24876,9,77,65,Yes,High School,Fail
24877,7,60,66,Yes,Associate,Pass
24878,2,80,69,No,High School,Pass
24879,8,49,80,Yes,,Fail
24880,14,66,87,No,Doctorate,Fail
24881,0,0,0,Yes,Bachelor,Pass
24882,22,64,79,No,Bachelor,Fail
24883,18,79,50,No,Associate,Fail
24884,0,0,0,Yes,Associate,Fail
24885,8,75,69,No,,
24886,9,93,55,No,Bachelor,Pass
24887,9,82,88,Yes,High School,Fail
24888,0,0,0,Yes,Associate,Pass
24889,22,72,79,Yes,,Fail
24890,0,0,0,No,Master,Fail
24891,6,67,40,Yes,Master,Pass
24892,18,85,63,Yes,Master,Fail
24893,6,32,75,Yes,Bachelor,Fail
24894,12,75,60,No,Master,Pass
24895,15,81,51,,Doctorate,Pass
24896,12,87,74,No,Associate,Pass
24897,0,0,0,Yes,Master,Fail
24898,0,0,0,No,Bachelor,Fail
24899,5,91,45,Yes,Associate,Fail
24900,7,87,86,No,Associate,Pass
24901,12,80,88,No,High School,Fail
24902,0,47,58,Yes,High School,Fail
24903,17,96,54,No,Doctorate,Pass
24904,11,76,100,Yes,High School,Fail
24905,10,70,69,Yes,Doctorate,Pass
24906,1,51,52,Yes,Bachelor,Fail
24907,3,26,68,No,Master,Fail
24908,8,113,65,Yes,Associate,Pass
24909,0,0,0,No,Bachelor,Pass
24910,0,52,99,No,High School,Fail
24911,13,49,64,Yes,High School,Pass
24912,8,69,75,Yes,Associate,Pass
24913,8,91,58,Yes,,Pass
24914,11,87,46,No,Bachelor,Pass
24915,11,88,66,No,Master,Pass
24916,6,57,37,Yes,Doctorate,Pass
24917,13,71,103,No,Doctorate,Fail
24918,0,0,0,No,Master,Pass
24919,7,73,69,Yes,Doctorate,Pass
24920,10,85,38,Yes,Master,Fail
24921,0,0,0,No,High School,Pass
24922,0,0,0,Yes,Bachelor,Pass
24923,13,63,76,Yes,Bachelor,Fail
24924,3,45,83,Yes,Doctorate,Pass
24925,9,78,65,No,Master,Pass
24926,10,61,40,No,Bachelor,Fail
24927,10,83,41,Yes,Master,Pass
24928,15,82,40,Yes,Associate,Pass
24929,9,106,53,Yes,High School,Fail
24930,12,79,47,No,Associate,Fail
24931,9,84,55,Yes,Associate,Fail
24932,13,61,87,No,Master,Fail
24933,17,46,55,No,Master,Pass
24934,10,96,54,No,Master,Fail
24935,13,99,66,No,Doctorate,Pass
24936,17,68,74,Yes,High School,Pass
24937,16,36,81,No,Master,Fail
24938,0,0,0,No,Associate,Fail
24939,15,98,54,Yes,Master,Pass
24940,11,72,62,Yes,Associate,Pass
24941,15,96,34,No,Bachelor,Pass
24942,12,74,47,No,Doctorate,Pass
24943,11,79,60,No,High School,Pass
24944,12,42,53,No,,Pass
24945,11,99,52,Yes,Doctorate,Pass
24946,11,39,50,No,Bachelor,Pass
24947,9,109,77,Yes,High School,Pass
24948,8,111,43,Yes,Associate,Fail
24949,18,23,87,Yes,,Pass
24950,12,106,48,Yes,Doctorate,Pass
24951,0,0,0,No,Doctorate,Fail
24952,8,83,44,,Associate,Fail
24953,15,46,45,No,Associate,Fail
24954,6,68,68,No,Associate,Fail
24955,2,51,64,Yes,,Pass
24956,3,59,76,No,High School,Fail
24957,0,0,0,,Master,Fail
24958,3,95,59,No,Bachelor,
24959,4,91,64,Yes,Associate,
24960,16,64,73,Yes,Associate,
24961,9,61,71,No,High School,Fail
24962,8,42,76,Yes,High School,Fail
24963,2,88,84,Yes,Associate,Pass
24964,9,113,63,No,Associate,Fail
24965,1,104,87,No,Doctorate,Fail
24966,8,75,62,No,Master,Fail
24967,20,84,66,No,Associate,Pass
24968,13,79,70,No,Doctorate,Pass
24969,9,93,65,No,Associate,Fail
24970,13,109,76,Yes,Bachelor,Fail
24971,7,63,70,No,Doctorate,Fail
24972,0,0,0,,High School,Pass
24973,18,69,39,No,Master,Fail
24974,4,74,69,No,High School,Fail
24975,8,89,52,No,Bachelor,Pass
24976,11,73,72,Yes,Bachelor,Fail
24977,5,57,40,Yes,Associate,Pass
24978,13,58,63,Yes,Bachelor,Pass
24979,8,51,54,Yes,Bachelor,Fail
24980,13,72,72,No,Master,
24981,12,95,47,No,Doctorate,Pass
24982,8,83,73,Yes,Master,Fail
24983,18,86,81,,Doctorate,Pass
24984,6,53,71,Yes,Doctorate,Pass
24985,16,51,69,Yes,Associate,Fail
24986,15,78,79,Yes,Doctorate,Pass
24987,18,99,77,Yes,Associate,Pass
24988,10,91,37,No,Doctorate,Pass
24989,6,61,81,,High School,Fail
24990,20,120,88,No,Associate,Pass
24991,8,34,73,Yes,High School,Pass
24992,5,75,44,Yes,Associate,Fail
